EmployeeId,CommuteDistance,DegreeCompleted,DegreeField,Department,EmploymentEndDate,EmploymentEndReason,EmploymentStartDate,Gender,JobLevel,MaritalStatus,NumPreviousCompanies,NumYearsWorked,OvertimeDays,OvertimeHours,Salary,TrainingsAttended,TravelFrequency,WeeklyHoursBudgeted,YearOfBirth
2059,4,Master,Other,Marketing,2019-03-01,Retired,2007-01-21,Female,3,Married,,16,3,5,53400,1,,40,1979
2060,11,Master,Computer Science,Marketing,,,2013-07-31,Male,3,Married,2.0,17,7,8,55000,0,Less than monthly,40,1979
2061,3,Associate,Finance,Accounting,,,2007-02-28,Female,2,Divorced,2.0,35,1,1,153200,0,weekly,40,1961
2062,7,Doctor,Other,Sales,,,2016-09-30,Female,4,Single,1.0,5,8,10,33900,2,Monthly,40,1989
2063,8,Doctor,Technical Degree,Other,,,2014-02-03,Male,3,Married,2.0,22,1,2,89300,3,Weekly,40,1971
2064,14,Bachelor,Other,Marketing,,,2014-05-09,Male,2,Married,1.0,17,1,2,50000,0,No travel,40,1978
2065,9,Bachelor,Business,Other,,,2015-12-24,Female,1,Single,0.0,5,2,4,44600,2,Monthly,40,1989
2066,8,Bachelor,Finance,Other,2019-09-25,Went to another company,2019-02-15,Male,1,Single,1.0,3,14,29,42100,1,Weekly,40,1993
2067,13,Below College,,Sales,2019-05-01,Retired,2016-07-02,Female,1,Married,,5,1,2,25500,1,,40,1990
2068,13,Master,Other,Information Technology,,,2013-10-08,Female,2,Married,2.0,15,3,6,75400,1,Weekly,40,1983
2069,15,Bachelor,Other,Other,2019-10-23,Went to another company,2019-09-06,Male,1,Single,0.0,1,3,11,39700,1,No travel,40,1995
2070,16,Bachelor,Finance,Sales,2019-10-23,Retired,2000-09-09,Female,3,Single,,20,1,3,48100,3,Monthly,40,1977
2071,8,Master,Computer Science,Other,,,2017-02-11,Male,1,Married,1.0,3,4,11,42100,0,,40,1995
2072,19,Master,Computer Science,Marketing,,,2014-08-24,Male,4,Married,2.0,21,3,10,68100,1,Less than monthly,40,1973
2073,14,Bachelor,Computer Science,Accounting,2019-07-26,Retired,2006-08-03,Female,1,Married,,14,3,10,74900,1,Less than Monthly,40,1982
2074,12,Master,Computer Science,Accounting,,,2018-08-30,Female,2,Married,3.0,21,6,11,101300,1,Monthly,40,1974
2075,11,Bachelor,Finance,Other,2019-11-27,Retired,2019-06-07,Male,1,Married,,3,1,4,42100,1,monthly,40,1995
2076,11,Bachelor,Finance,Other,,,2019-08-04,Male,1,Married,1.0,1,3,4,39700,1,No travel,40,1995
2077,1,Below College,,Other,,,2019-05-31,Female,2,Married,1.0,1,1,2,43600,0,No travel,40,1994
2078,10,Associate,Marketing,Accounting,2019-09-23,Fired,2018-06-02,Male,2,Married,1.0,1,1,5,56100,1,,40,1993
2079,12,Master,Marketing,Marketing,2019-06-27,Retired,2012-12-21,Female,3,,,8,1,5,42200,4,,40,1987
2080,4,Bachelor,Business,Other,,,2018-03-10,Female,1,Married,0.0,2,1,7,40800,1,Less than Monthly,40,1992
2081,18,Master,Other,Other,,,2014-07-06,Male,2,Single,2.0,12,7,10,60400,2,Weekly,40,1984
2082,6,Bachelor,Finance,Other,2019-08-19,Went to another company,2015-08-26,Female,2,,3.0,14,5,21,64100,0,Less than monthly,40,1982
2083,11,Associate,Technical Degree,Sales,,,2019-08-01,Male,4,,5.0,16,3,6,47000,2,Monthly,40,1980
2084,13,Master,Life Sciences,Information Technology,,,2018-08-11,Male,2,Single,6.0,36,4,12,140300,2,No travel,40,1960
2085,4,Bachelor,Business,Information Technology,,,2018-12-16,Male,1,Married,2.0,15,1,4,68600,2,No travel,40,1979
2086,7,Bachelor,Other,Other,,,2017-04-30,Female,1,Single,2.0,16,3,12,61800,2,No travel,40,1982
2087,12,Master,Finance,Other,2019-01-25,Went to another company,2014-03-30,Female,2,Single,3.0,18,10,16,72100,4,Monthly,40,1976
2088,6,Master,Marketing,Accounting,2019-11-21,Fired,2019-08-23,Male,2,Single,6.0,30,3,10,132200,3,No travel,40,1963
2089,10,Master,Business,Accounting,,,2012-04-17,Male,3,Single,0.0,8,3,11,75900,1,Monthly,40,1985
2090,12,Bachelor,Business,Marketing,,,2017-10-14,Male,3,Single,2.0,15,3,11,51800,2,Weekly,40,1981
2091,11,Bachelor,Finance,Marketing,,,2013-06-25,Male,2,Married,1.0,14,1,3,45800,1,Monthly,40,1983
2092,7,Bachelor,Other,Marketing,,,2014-05-13,Male,1,Married,5.0,32,1,6,70800,2,monthly,40,1961
2093,7,Bachelor,Finance,Marketing,,,2016-05-22,Female,3,Married,1.0,9,1,7,43400,2,Less than monthly,40,1989
2094,6,Doctor,Other,Marketing,2019-10-07,Retired,1990-06-11,Male,4,Married,,29,1,1,86300,2,No travel,40,1966
2095,8,Bachelor,Other,Other,2019-08-15,Went to another company,2016-03-30,Male,3,Married,3.0,20,1,2,84100,3,Weekly,40,1974
2096,5,Master,Other,Other,,,2017-11-23,Male,1,Divorced,1.0,8,14,34,48800,1,,40,1987
2097,6,Bachelor,Business,Human Resources,2019-10-03,Retired,2014-03-09,Female,1,Single,5.0,32,3,12,90600,1,Monthly,40,1966
2098,13,Master,Other,Marketing,2019-06-28,Went to another company,2017-08-16,Male,1,Married,3.0,21,10,38,51200,2,Monthly,40,1973
2099,9,Bachelor,Computer Science,Sales,,,2015-06-11,Female,1,Single,2.0,23,3,13,43400,4,Monthly,40,1973
2100,12,Master,Marketing,Accounting,,,2017-03-01,Female,2,Married,2.0,12,1,3,77600,1,Weekly,40,1985
2101,4,Master,Life Sciences,Accounting,2019-09-30,Went to another company,2015-05-23,Male,3,Married,3.0,22,4,7,114800,3,,40,1971
2102,10,Bachelor,Business,Other,2019-02-14,Retired,2007-01-23,Female,1,Married,,13,1,4,56500,1,Weekly,40,1985
2103,9,Master,Other,Marketing,,,2017-12-30,Female,2,Married,0.0,3,1,3,33100,2,Less than Monthly,40,1992
2104,11,Bachelor,Technical Degree,Information Technology,2019-02-04,Went to another company,2011-02-28,Male,1,Single,2.0,22,7,13,84300,1,Monthly,40,1973
2105,10,Master,Other,Marketing,,,2014-10-25,Male,2,Married,0.0,6,1,5,36100,1,Monthly,40,1987
2106,6,Master,Other,Marketing,,,2019-05-15,Male,2,Single,1.0,4,1,2,34000,2,Monthly,40,1993
2107,10,Bachelor,Other,Accounting,,,2017-11-12,Female,3,Married,2.0,14,2,8,90600,0,Less than Monthly,40,1984
2108,13,Bachelor,Marketing,Accounting,2019-10-14,Retired,2014-03-19,Male,1,Single,,9,2,9,64600,1,,40,1987
2109,18,Master,Finance,Marketing,2019-10-15,Went to another company,2016-01-13,Female,5,Married,4.0,33,4,10,106800,1,Monthly,40,1963
2110,3,Bachelor,Business,Other,,,2015-08-17,Male,1,Single,1.0,16,1,2,61800,2,,40,1979
2111,12,Bachelor,Finance,Marketing,,,2014-01-22,Male,1,Single,3.0,32,4,13,70800,1,No travel,40,1964
2112,8,Bachelor,Business,Other,,,2019-01-27,Female,1,Divorced,1.0,8,2,8,48800,1,Monthly,40,1985
2113,9,Bachelor,Finance,Information Technology,,,2015-09-28,Female,2,Single,2.0,17,2,8,80000,4,Weekly,40,1979
2114,16,Bachelor,Marketing,Information Technology,,,2014-09-21,Female,2,Divorced,2.0,19,1,3,84900,1,Monthly,40,1978
2115,12,Master,Computer Science,Other,2019-02-15,Went to another company,2016-01-08,Female,3,Married,5.0,37,1,7,139100,1,Weekly,40,1958
2116,11,Bachelor,Finance,Accounting,,,2016-10-19,Male,2,Single,2.0,18,1,1,92700,2,Less than monthly,40,1980
2117,7,Bachelor,Finance,Marketing,,,2012-09-05,Male,1,Married,1.0,16,3,10,44100,0,,40,1980
2118,16,Bachelor,Computer Science,Human Resources,2019-08-02,Retired,2012-11-24,Male,4,Married,3.0,29,3,7,110400,2,Monthly,40,1968
2119,8,Master,Life Sciences,Other,2019-06-14,Retired,2003-07-30,Male,4,Married,,20,1,5,92600,1,,40,1973
2120,9,Master,Marketing,Accounting,2019-05-07,Went to another company,2019-01-08,Female,4,Married,4.0,15,4,5,102600,4,Weekly,40,1979
2121,6,Bachelor,Marketing,Other,2019-01-04,Went to another company,2015-10-17,Female,1,Single,5.0,23,4,8,76000,3,Monthly,40,1973
2122,12,Master,Technical Degree,Other,2019-05-17,Fired,2019-01-11,Male,2,Single,1.0,4,1,6,47700,1,Monthly,40,1990
2123,12,Master,Other,Accounting,2019-04-02,Went to another company,2015-04-26,Male,4,Single,0.0,5,8,15,76400,1,,40,1991
2124,13,Bachelor,Other,Other,2019-06-19,Went to another company,2017-06-07,Female,3,Married,6.0,28,1,2,106600,1,Less than monthly,40,1970
2125,14,Master,Marketing,Information Technology,,,2019-07-02,Male,2,Married,1.0,1,1,2,49900,1,,40,1994
2126,5,Bachelor,Business,Other,,,2016-12-24,Female,1,Married,2.0,14,7,23,58200,1,Monthly,40,1982
2127,8,Master,Finance,Marketing,,,2013-11-12,Female,1,Single,2.0,16,3,6,44100,2,monthly,40,1982
2128,12,Master,Business,Marketing,,,2011-05-06,Male,1,Married,0.0,9,1,3,35900,1,Less than Monthly,40,1987
2129,8,Master,Business,Other,,,2010-04-06,Male,2,Divorced,0.0,10,1,4,56900,0,No travel,40,1988
2130,8,Bachelor,Other,Other,,,2011-12-09,Male,2,Married,2.0,26,3,6,91300,2,Monthly,40,1970
2131,12,Bachelor,Finance,Other,2019-10-04,Retired,2012-10-05,Female,3,Divorced,,10,2,9,62600,4,Monthly,40,1988
2132,20,Bachelor,Marketing,Sales,2019-07-11,Went to another company,2019-03-20,Female,1,Single,0.0,1,3,7,22700,0,Monthly,40,1992
2133,9,Master,Computer Science,Sales,,,2018-11-10,Female,1,Married,0.0,2,2,8,23300,1,,40,1991
2134,19,Bachelor,Finance,Marketing,2019-04-22,Went to another company,2017-02-28,Male,2,Single,1.0,13,6,15,44400,2,Monthly,40,1984
2135,15,Bachelor,Marketing,Human Resources,2019-10-29,Retired,2008-08-13,Female,1,Divorced,,11,1,3,48700,6,,40,1983
2136,11,Master,Business,Human Resources,,,2015-06-19,Female,3,Married,0.0,5,1,2,49400,1,Less than Monthly,40,1988
2137,11,Master,Business,Marketing,2019-10-18,Fired,2019-06-21,Male,2,Married,1.0,8,2,6,38300,2,No travel,40,1987
2138,6,Master,Finance,Sales,,,2010-11-20,Female,3,Married,0.0,10,4,12,35800,1,Monthly,40,1986
2139,15,Master,Other,Marketing,,,2011-08-22,Female,3,Single,1.0,18,4,7,56600,3,Monthly,40,1978
2140,20,Bachelor,Finance,Marketing,,,2017-11-26,Male,1,Single,0.0,3,1,4,30000,1,No travel,40,1994
2141,8,Master,Finance,Sales,2019-06-14,Retired,2005-01-26,Male,3,Married,,17,1,5,44000,3,Weekly,40,1978
2142,7,Associate,Marketing,Other,2019-03-08,Retired,2014-12-07,Female,5,,4.0,41,1,2,189400,1,Monthly,40,1957
2143,4,Doctor,Business,Other,2019-10-14,Fired,2015-02-17,Female,3,Married,3.0,12,6,10,66400,4,,40,1985
2144,2,Below College,,Sales,,,2018-05-01,Male,1,Single,2.0,7,3,6,27100,2,,40,1987
2145,9,Master,Business,Other,,,2015-03-02,Male,4,Single,3.0,27,1,2,113800,1,monthly,40,1971
2146,5,Bachelor,Other,Sales,2019-08-08,Went to another company,2013-11-21,Female,3,Married,4.0,40,6,7,86800,1,Weekly,40,1958
2147,14,Bachelor,Computer Science,Other,2019-03-28,Went to another company,2014-12-20,Female,3,Married,2.0,19,1,5,81700,1,,40,1976
2148,6,Associate,Business,Other,2019-02-07,Went to another company,2016-03-03,Female,1,Single,1.0,12,5,10,54900,0,Less than Monthly,40,1982
2149,6,Master,Other,Other,,,2013-05-24,Male,5,Married,0.0,7,7,13,69300,1,Weekly,40,1988
2150,4,Doctor,Finance,Information Technology,2019-09-17,Went to another company,2017-11-06,Male,3,Single,3.0,18,1,3,90600,0,Monthly,40,1980
2151,10,Master,Business,Other,,,2014-05-14,Male,2,Married,3.0,24,6,10,86100,1,Monthly,40,1971
2152,1,Master,Computer Science,Information Technology,,,2011-08-24,Male,4,Married,3.0,28,6,13,134000,1,Monthly,40,1968
2153,11,Master,Marketing,Information Technology,2019-05-28,Went to another company,2013-10-18,Male,3,Single,0.0,7,6,16,65500,1,Weekly,40,1991
2154,5,Master,Marketing,Sales,,,2019-04-02,Male,3,,0.0,1,2,8,27400,1,Weekly,40,1994
2155,12,Bachelor,Marketing,Information Technology,2019-12-16,Went to another company,2017-12-11,Male,1,Divorced,0.0,3,36,44,48100,1,Weekly,40,1990
2156,10,Bachelor,Marketing,Information Technology,,,2015-02-24,Female,1,Divorced,2.0,22,2,7,84300,1,No travel,40,1975
2157,13,Master,Other,Information Technology,,,2016-09-03,Male,2,Married,0.0,4,1,2,54500,0,Monthly,40,1993
2158,11,Master,Marketing,Other,2019-11-29,Went to another company,2017-07-30,Female,1,Married,4.0,23,3,9,76000,2,Monthly,40,1970
2159,8,Master,Other,Information Technology,,,2015-08-10,Male,3,Single,1.0,7,1,5,65500,0,No travel,40,1986
2160,10,Master,Computer Science,Marketing,,,2018-11-10,Male,4,,2.0,14,1,5,55400,2,Monthly,40,1981
2161,15,Doctor,Marketing,Other,2019-08-30,Went to another company,2014-07-11,Female,4,Single,2.0,22,10,25,98200,1,No travel,40,1973
2162,8,Master,Business,Marketing,,,2012-12-19,Female,2,Married,0.0,8,2,10,38300,1,,40,1986
2163,11,Bachelor,Business,Marketing,,,2015-04-20,Female,2,Married,1.0,15,2,3,47100,3,Monthly,40,1982
2164,2,Bachelor,Finance,Sales,,,2019-02-21,Female,1,Single,2.0,7,5,8,27100,1,,40,1991
2165,9,Bachelor,Business,Other,2019-12-02,Fired,2019-03-11,Male,1,Married,0.0,1,2,8,39700,1,No travel,40,1994
2166,4,Master,Finance,Other,,,2018-08-28,Female,1,Married,1.0,11,1,1,53300,2,No travel,40,1983
2167,14,Master,Other,Other,,,2009-01-11,Male,2,Married,0.0,11,3,4,58600,3,monthly,40,1983
2168,7,Associate,Life Sciences,Accounting,,,2005-11-11,Female,2,Married,2.0,39,5,11,172400,3,,40,1955
2169,8,Master,Business,Information Technology,,,2015-02-20,Male,4,Married,1.0,13,4,10,86000,2,No travel,40,1981
2170,3,Master,Business,Marketing,,,2019-05-04,Male,1,Married,1.0,1,2,7,28300,3,,40,1993
2171,10,Bachelor,Other,Human Resources,,,2012-11-04,Male,2,Married,4.0,34,1,6,105800,3,,40,1963
2172,7,Master,Business,Other,,,2016-07-14,Female,2,Single,1.0,9,8,15,55300,1,,40,1986
2173,13,Bachelor,Finance,Sales,,,2016-05-19,Male,1,Single,5.0,21,3,11,40900,1,,40,1975
2174,12,Bachelor,Computer Science,Marketing,,,2012-02-06,Female,2,Divorced,1.0,19,3,9,53000,0,Monthly,40,1979
2175,6,Master,Finance,Other,2019-09-20,Went to another company,2014-12-07,Male,4,Single,2.0,14,2,5,77500,2,,40,1983
2176,9,Master,Computer Science,Other,,,2019-08-21,Male,3,Single,1.0,7,8,21,57300,1,Monthly,40,1988
2177,11,Master,Marketing,Accounting,2019-04-05,Went to another company,2010-10-06,Female,4,Married,2.0,32,4,7,169700,1,Monthly,40,1964
2178,9,Bachelor,Other,Other,2019-11-29,Went to another company,2014-03-27,Male,2,Single,1.0,9,1,2,55300,2,,40,1986
2179,14,Bachelor,Marketing,Accounting,2019-03-29,Went to another company,2017-10-14,Male,1,Married,1.0,3,2,7,54100,1,Monthly,40,1990
2180,6,Bachelor,Marketing,Marketing,,,2018-08-02,Female,2,Single,0.0,2,4,7,32100,2,monthly,40,1995
2181,7,Bachelor,Marketing,Other,2019-11-20,Went to another company,2016-10-16,Male,1,Married,3.0,20,3,13,69500,1,No travel,40,1978
2182,5,Bachelor,Marketing,Accounting,,,2019-02-12,Male,1,Single,1.0,1,3,13,51000,1,,40,1994
2183,10,Bachelor,Other,Marketing,2019-04-11,Went to another company,2016-05-14,Male,4,Married,2.0,17,8,21,60500,2,Less than monthly,40,1976
2184,10,Master,Other,Sales,,,2017-09-07,Female,2,Married,2.0,9,8,18,31600,1,monthly,40,1984
2185,11,Master,Finance,Information Technology,,,2019-01-22,Male,1,Divorced,1.0,2,1,5,46700,1,Monthly,40,1992
2186,11,Master,Business,Other,2019-10-25,Retired,2005-10-10,Female,1,Single,,17,3,6,63600,2,Monthly,40,1978
2187,6,Bachelor,Life Sciences,Human Resources,,,2019-03-05,Female,1,,9.0,33,5,7,93400,3,Monthly,40,1965
2188,9,Bachelor,Finance,Other,,,2018-03-15,Female,2,Married,1.0,10,9,18,56900,1,,40,1985
2189,11,Master,Marketing,Marketing,,,2008-08-25,Female,3,Divorced,1.0,26,3,11,71800,3,Monthly,40,1972
2190,9,Bachelor,Finance,Marketing,2019-11-14,Went to another company,2013-09-17,Female,2,,0.0,7,10,16,37200,1,No travel,40,1987
2191,12,Master,Marketing,Information Technology,2019-08-16,Went to another company,2011-07-27,Female,3,Single,0.0,9,3,10,69500,5,No travel,40,1989
2192,11,Bachelor,Technical Degree,Other,2019-01-11,Went to another company,2014-07-14,Male,3,Married,4.0,37,28,39,139100,1,,40,1961
2193,7,Bachelor,Computer Science,Human Resources,,,2009-09-21,Female,1,Married,0.0,11,1,2,48700,1,Monthly,40,1984
2194,13,Bachelor,Technical Degree,Marketing,,,2017-01-21,Female,1,Single,1.0,10,9,29,37000,1,Monthly,40,1985
2195,10,Doctor,Life Sciences,Marketing,,,2012-05-17,Male,4,Single,3.0,32,2,4,94300,1,,40,1963
2196,11,Bachelor,Business,Other,2019-08-27,Fired,2019-03-03,Female,1,Single,1.0,1,12,13,39700,1,Monthly,40,1994
2197,6,Master,Marketing,Marketing,,,2013-09-04,Male,1,Single,1.0,19,3,8,48200,1,monthly,40,1977
2198,5,Bachelor,Business,Other,,,2015-04-18,Male,1,Single,2.0,16,1,3,61800,1,Less than Monthly,40,1978
2199,5,Master,Life Sciences,Other,,,2013-01-21,Male,1,Married,1.0,12,4,5,54900,2,,40,1985
2200,7,Bachelor,Other,Other,,,2011-03-07,Male,2,Single,2.0,29,1,4,99800,1,monthly,40,1967
2201,8,Master,Finance,Marketing,2019-09-05,Retired,2015-11-21,Male,1,Married,,3,1,5,30000,3,Less than Monthly,40,1995
2202,15,Bachelor,Other,Other,,,2017-09-02,Female,2,Married,1.0,4,4,5,47700,3,Less than monthly,40,1990
2203,9,Master,Other,Other,,,2017-01-17,Female,1,Single,4.0,24,12,19,78300,3,monthly,40,1974
2204,4,Master,Finance,Human Resources,,,2012-07-09,Female,1,Single,1.0,12,5,9,50200,3,Monthly,40,1984
2205,6,Bachelor,Marketing,Human Resources,2019-11-22,Fired,2013-10-21,Male,2,Single,0.0,7,5,7,47600,2,,40,1988
2206,9,Bachelor,Other,Sales,,,2013-03-08,Male,2,Divorced,2.0,23,1,5,47800,0,,40,1975
2207,14,Bachelor,Other,Marketing,,,2017-05-05,Female,1,Married,1.0,4,2,6,31000,1,Monthly,40,1989
2208,7,Master,Business,Marketing,,,2013-11-13,Female,2,Married,2.0,21,1,6,56300,1,Monthly,40,1977
2209,8,Bachelor,Marketing,Information Technology,2019-04-05,Went to another company,2013-07-08,Female,2,Single,2.0,16,4,11,77700,1,Weekly,40,1981
2210,7,Master,Computer Science,Other,,,2013-11-04,Female,4,Single,3.0,26,7,26,110500,1,Weekly,40,1972
2211,9,Bachelor,Marketing,Other,,,2018-05-13,Female,2,Single,4.0,24,4,10,86100,2,Weekly,40,1974
2212,16,Master,Finance,Other,,,2016-08-10,Female,1,Single,0.0,4,2,3,43300,4,Monthly,40,1994
2213,15,Bachelor,Finance,Other,2019-07-25,Fired,2016-01-31,Male,4,Married,5.0,33,2,5,135900,1,Monthly,40,1961
2214,7,Bachelor,Marketing,Marketing,2019-11-25,Fired,2019-07-16,Female,1,Single,0.0,1,10,24,28300,3,,40,1995
2215,9,Master,Marketing,Marketing,,,2018-10-31,Male,1,Single,1.0,9,1,1,35900,1,,40,1984
2216,10,Bachelor,Finance,Other,,,2014-10-20,Female,2,Single,2.0,14,1,4,64100,1,No travel,40,1981
2217,9,Master,Technical Degree,Accounting,,,2017-10-16,Male,1,Single,1.0,2,1,1,52500,1,Monthly,40,1992
2218,12,Master,Business,Information Technology,,,2017-06-25,Male,2,Married,2.0,11,3,5,67000,0,Weekly,40,1986
2219,5,Master,Other,Other,,,2012-06-05,Female,4,Married,2.0,20,3,8,92600,0,Weekly,40,1977
2220,5,Master,Technical Degree,Other,,,2017-11-12,Male,2,Single,0.0,3,3,9,46300,3,No travel,40,1991
2221,6,Bachelor,Marketing,Other,,,2015-01-26,Female,3,Married,2.0,14,6,18,70500,2,Less than monthly,40,1983
2222,12,Master,Marketing,Information Technology,,,2014-04-08,Male,2,Married,1.0,8,4,6,61300,0,Monthly,40,1989
2223,8,Bachelor,Marketing,Accounting,,,2013-04-15,Male,1,Single,2.0,16,2,4,79400,0,,40,1978
2224,10,Master,Computer Science,Other,,,2019-04-25,Female,2,Single,1.0,1,2,10,43600,1,monthly,40,1993
2225,8,Master,Technical Degree,Marketing,,,2017-12-03,Female,2,Married,0.0,3,1,4,33100,1,,40,1995
2226,13,Master,Business,Other,2019-02-27,Went to another company,2016-06-17,Female,1,Single,2.0,14,2,4,58200,2,,40,1983
2227,10,Bachelor,Finance,Accounting,,,2015-04-02,Female,1,Married,3.0,18,1,6,84300,1,weekly,40,1978
2228,11,Master,Business,Other,2019-10-23,Fired,2019-08-30,Male,1,Married,0.0,1,2,8,39700,1,Weekly,40,1995
2229,14,Bachelor,Technical Degree,Accounting,,,2015-03-15,Male,1,Single,1.0,17,3,7,81800,0,Monthly,40,1976
2230,5,Bachelor,Other,Other,,,2018-04-29,Male,2,Single,0.0,2,4,6,44900,1,Weekly,40,1995
2231,13,Master,Other,Information Technology,2019-02-08,Went to another company,2013-03-30,Female,3,Divorced,1.0,20,5,14,96200,0,No travel,40,1975
2232,14,Bachelor,Life Sciences,Marketing,,,2019-04-30,Male,1,,2.0,12,3,9,39200,2,monthly,40,1986
2233,5,Master,Marketing,Information Technology,,,2019-04-23,Female,4,Married,4.0,12,1,2,83500,2,,40,1986
2234,15,Bachelor,Finance,Other,,,2012-12-18,Male,4,Single,3.0,27,3,15,113800,2,Monthly,40,1968
2235,6,Bachelor,Other,Human Resources,2019-12-13,Retired,2004-10-06,Male,4,Married,,17,4,13,77400,0,No travel,40,1977
2236,12,Bachelor,Technical Degree,Information Technology,,,2014-08-30,Male,1,Single,2.0,22,1,2,84300,2,Weekly,40,1975
2237,15,Master,Other,Marketing,,,2016-06-29,Male,3,Single,2.0,20,1,2,60100,0,monthly,40,1976
2238,11,Master,Other,Other,,,2018-11-02,Female,2,Single,0.0,2,2,6,44900,1,Less than monthly,40,1992
2239,5,Master,Business,Accounting,,,2015-05-16,Male,4,Divorced,3.0,25,3,8,137900,2,Monthly,40,1972
2240,9,Bachelor,Finance,Sales,2019-01-31,Fired,2015-10-27,Male,2,Married,1.0,9,14,20,31600,1,Less than Monthly,40,1986
2241,8,Bachelor,Business,Other,,,2019-01-22,Male,1,Single,1.0,3,4,8,42100,1,Less than monthly,40,1991
2242,9,Bachelor,Computer Science,Sales,,,2016-10-22,Male,1,Married,0.0,4,1,2,24800,1,Less than monthly,40,1991
2243,13,Master,Marketing,Other,2019-05-10,Retired,1991-02-08,Female,4,Married,,31,4,5,128100,0,,40,1962
2244,4,Bachelor,Business,Marketing,,,2015-09-02,Female,1,Married,2.0,14,20,78,41600,0,No travel,40,1982
2245,15,Bachelor,Business,Other,2019-05-23,Fired,2007-10-21,Female,2,Married,2.0,36,1,4,122700,2,Monthly,40,1957
2246,12,Master,Business,Information Technology,2019-01-30,Retired,2012-04-10,Female,1,Married,,6,4,5,52500,2,No travel,40,1987
2247,11,Bachelor,Other,Other,,,2018-04-23,Male,3,Married,1.0,7,4,13,57300,1,No travel,40,1991
2248,2,Bachelor,Technical Degree,Other,,,2014-05-11,Male,1,Single,1.0,9,1,3,50200,0,,40,1985
2249,5,Bachelor,Other,Information Technology,,,2018-06-22,Male,4,Single,2.0,14,1,1,88600,3,Monthly,40,1981
2250,8,Bachelor,Marketing,Information Technology,,,2019-08-26,Female,2,Single,5.0,28,4,9,110700,3,Monthly,40,1970
2251,12,Master,Finance,Accounting,,,2017-01-31,Female,3,Single,2.0,10,3,7,80500,2,Monthly,40,1986
2252,12,Bachelor,Life Sciences,Other,,,2019-08-29,Male,2,Single,1.0,1,5,13,43600,2,Weekly,40,1994
2253,10,Bachelor,Marketing,Other,,,2014-12-18,Female,3,Single,3.0,19,2,8,81700,3,Weekly,40,1976
2254,7,Master,Finance,Marketing,,,2015-07-29,Female,2,Married,1.0,11,8,10,41900,2,Weekly,40,1985
2255,13,Bachelor,Computer Science,Information Technology,2019-02-27,Retired,1994-11-09,Female,2,Single,,25,1,4,101300,1,Monthly,40,1973
2256,8,Associate,Other,Human Resources,2019-07-16,Went to another company,2016-01-21,Male,3,Single,3.0,22,4,5,81600,1,,40,1971
2257,6,Bachelor,Other,Accounting,,,2019-06-19,Female,1,Married,1.0,3,4,7,54100,0,monthly,40,1993
2258,7,Bachelor,Business,Information Technology,,,2017-08-30,Female,1,Married,0.0,3,2,6,48100,1,Monthly,40,1991
2259,6,Bachelor,Marketing,Other,,,2013-12-24,Male,2,Married,3.0,28,1,3,96900,1,Monthly,40,1970
2260,8,Master,Computer Science,Information Technology,2019-08-09,Retired,1994-03-26,Male,3,Single,,28,2,5,121800,2,Monthly,40,1968
2261,7,Master,Finance,Marketing,,,2018-06-02,Female,2,Married,0.0,2,5,6,32100,1,,40,1994
2262,17,Bachelor,Finance,Marketing,2019-10-03,Retired,2016-03-22,Female,2,Single,,4,4,10,34000,1,No travel,40,1990
2263,7,Master,Computer Science,Other,,,2018-03-29,Male,3,Married,2.0,17,1,5,77000,1,,40,1979
2264,12,Bachelor,Other,Accounting,,,2013-08-30,Female,2,Single,3.0,36,3,11,157800,1,Monthly,40,1958
2265,13,Bachelor,Business,Marketing,,,2017-11-03,Female,1,Married,3.0,19,3,6,48200,1,No travel,40,1976
2266,3,Below College,,Other,,,2016-09-20,Male,1,Divorced,3.0,31,2,9,96300,3,Monthly,40,1966
2267,12,Bachelor,Other,Other,2019-12-27,Fired,2017-06-20,Male,1,Single,2.0,14,4,10,58200,2,Monthly,40,1981
2268,6,Bachelor,Marketing,Other,2019-12-06,Went to another company,2014-09-15,Female,1,,0.0,6,8,16,46000,0,Weekly,40,1988
2269,9,Bachelor,Business,Information Technology,2019-09-27,Went to another company,2019-03-25,Male,2,Single,4.0,22,1,5,92700,0,,40,1974
2270,10,Master,Marketing,Marketing,,,2013-03-28,Male,2,Married,2.0,15,9,19,47100,1,Less than monthly,40,1979
2271,8,Bachelor,Business,Other,,,2016-10-07,Male,1,Divorced,1.0,12,1,3,54900,2,monthly,40,1984
2272,8,Bachelor,Finance,Other,,,2019-01-29,Male,1,Married,5.0,20,1,2,69500,2,No travel,40,1974
2273,14,Bachelor,Finance,Human Resources,,,2013-11-02,Male,2,Single,2.0,15,1,4,60300,1,No travel,40,1979
2274,4,Master,Business,Other,2019-12-27,Went to another company,2019-07-27,Male,2,,1.0,1,1,4,43600,1,Weekly,40,1995
2275,6,Bachelor,Computer Science,Other,,,2018-10-30,Female,2,Single,0.0,2,2,7,44900,0,,40,1992
2276,12,Associate,Marketing,Other,,,2019-04-15,Female,3,Married,1.0,7,7,25,57300,0,Less than monthly,40,1990
2277,10,Bachelor,Business,Accounting,,,2019-05-03,Female,1,Divorced,4.0,17,3,12,81800,1,Monthly,40,1981
2278,7,Associate,Marketing,Other,,,2016-06-29,Female,1,Divorced,0.0,4,1,4,43300,0,,40,1989
